id,id_str,screen_name,age,in_out_ratio,favorites_ratio,status_ratio,account_rep,avg_tpd,hashtags_ratio,user_mentions_ratio,url_ratio,avg_cosine_similarity,avg_tweet_sentiment,std_deviation_friends,std_deviation_followers,unique_urls_ratio,tweet_url_similarity,user_description_len,user_description_sentiment,special_char_in_description,tweet_count,description,bot
1885568064,1885568064,BoazimBot,157026163.10307193,1,0,23.237177346076393,1,23.25581395348837,0,0,0.0,0.00019965423409591982,0.002223089826839826,0.0,2.7412411746815648e+17,0.0,0.0,102,-0.25,26,42896,ImtoolazytoupdateboazimssoIwroteabottodoitformeTweetshourlyBytinysubversions,1
2808482336,2808482336,ClipArtBot,126027020.82693696,1359,0,46.07560475442789,0.9992647058823529,55.55555555555556,0,1.179,0.0,0.47268825257537617,0.26991666666666697,0.0,3.430361926232595e+17,0.0,0.0,159,-0.2625,36,67208,TweetapictureatmeandIllreplywithanimprovedversionBotbyNinjiartfromhttptcovUUSFoLTemporarilybrokenduetoTwitterratelimits,1
2533978033,"""2533978033""","""MBPoGoAlert""",135267246.20798612,64.6,0.0006387355581051149,14.524207855752207,0.9847560975609756,55.55555555555556,0,0,0.998,0.39720971564677326,-0.00048030303030303033,3.116361385728684e+17,4.184800524924798e+17,0.46092184368737477,0.8279176205928935,160,-0.2,29,22739,PokemonGoAlertsintheMyrtleBeachAreaConwayConwayPoGoAlertNorthMyrtleNMBPoGoAlertLorisGreenSeaLorisPoGoAlertCarolinaForestCFPoGoAlert,1
2607163646,2607163646,tiny_star_field,132047100.73829699,25.368442050668264,0.24340405673653961,8.022519192598688,0.9620758785036123,7.874015748031496,0,0,0.0,0.0,0.0,923690069.5873406,4.5675766932685376e+17,0.0,0.0,65,-0.25,10,12487,asmallwindowofstarsperiodicallythroughoutthedayandnight,1
516047986,516047986,pentametron,205685762.732373,12515.5,0.05376745503960633,22.507980807712702,0.9999201054607918,2.849002849002849,0.022,0.939,0.028,0.15148780806179218,0.03953051920301923,200266.5,3.404286516039023e+17,1.0,0.6666666666666629,72,-0.3333333333333333,13,53486,WithalgorithmssubtleanddiscreteIseekiambicwritingstoretweet,1
2359455914,2359455914,ArkhamSingles,143435827.27568793,40,0.0030117998285720004,16.498037100951706,0.975609756097561,22.727272727272727,0,0,0.0,0.09239231575955524,-0.0063698042929292925,0.0,1.9352639515538982e+17,0.0,0.0,68,-0.15,15,27389,BecauseeveninasunkendeadcitythingscanbelonelyBypolm,1
812169101665669122,"""812169101665669122""","""VegasPokeMap""",54211001.29647589,1,0.004781317330452074,569.6349903429557,1,500,0.085,0,2.0,0.5436065632372611,0.0019055555555555527,0.0,4.19283678602599e+17,0.999,0.5625691513313636,99,0.41111111111111115,20,357413,RareandstrongPokmoninLasVegasandSpringValleySeemorePokmonathttpstcoGBnYun,1
2216299843,2216299843,oliviataters,151186968.19882298,1.2810357958872811,45.08960052056307,29.796853880128747,0.5616026711185309,27.77777777777778,0.093,0.51,0.004,0.013930569229092934,0.0681037565536315,978692941.5419054,2.6753480712363635e+17,1.0,0.8333333333333336,7,0.0,1,53017,ughdad,1
1905798763,1905798763,killcodes,156534936.83892393,1.903225806451613,0,0.34552286596349713,0.6555555555555556,2.5867768595041323,0,0.003194888178913738,0.0,0.000912154472878197,0.0,98027371.25778894,1.3502500728959486e+17,0.0,0.0,79,0.06507936507936506,16,626,OnetweetcanbringdownacompanyJustabotsearchingfortherightletters,1
2888761893,2888761893,face_withface,119967298.79553795,1,0,1.1235061667072657,1,3.9682539682539684,0,0,1.0,0.551352143864481,0.004976789321789322,0.0,2.430417338647019e+17,1.0,0.7419454178436711,95,-0.5,21,1560,RandomlygeneratedglitchemojibasedonhttptcoejtzovHYEAlsoonTumblrByaparrish,1
4866592001,4866592001,CTCF_Papers,82434708.07242799,47.28,0.007336715494505257,0.46850168943483567,0.9792874896437448,1.3753846153846154,0.0022371364653243847,0.0738255033557047,0.971677559912854,0.23775646861438599,0.008202783358012118,2.635398174835522e+17,4.308063095920323e+17,1.0,0.7260174642087592,122,0.0,20,459,PubMedbotreportingallCTCFpapersCreatedandmaintainedbygeneregulationAlsoseeTFbindingbotNucleosomeBot,1
2539843980,2539843980,imtherealdontai,135051973.42276,0.49241540256709454,0.6864557225668518,0.1957646329035011,0.3299452697419859,1.5692307692307692,0.5490196078431373,1.2418300653594772,0.3065015479876161,0.14761981236760705,0.2041216342996528,3.1406090143236454e+17,4.081774668423662e+17,1.0,0.19172523490516116,72,0.0,13,323,FractionalCFOVirtualCFODigitalCPAEconomistTeacherofBusiness,1
3491890817,3491890817,Nucleosome_Bot,95743240.14516592,94.70588235294117,0.004512067894767312,2.160378108014589,0.9895513214505224,2.8328611898016995,0,0.004,0.998,0.24541061913409828,-0.016413404882154904,2.7066508656550992e+17,4.31441897966489e+17,1.0,0.7454975304686645,158,0.0,28,2479,BotreportingpaperspreprintswithnucleosomeinabstractsCreatedandmaintainedbygeneregulationAlsoseeCTCFPapersTFbindingbotDNAbinding,1
3185769799,"""3185769799""","""Bedr0ckLearning""",105901857.57211494,0.5445932028836251,0.5400925093410308,3.606055727020175,0.3525803440458728,5.9171597633136095,0.975,0.459,0.743,0.19497821582526198,0.17739836670274167,3.463838452406095e+17,4.0249840492739034e+17,0.9730820995962315,0.566429192094346,110,0.0,22,4447,WeareonamissiontoimprovestudentsvocabularyanddriveupstandardsofliteracyJoinusinthebattle,1
2553194498,2553194498,everynerd,134520243.18558598,1,0,0.3994997238137494,1,3.2061855670103094,0,0.770096463022508,0.0,0.6666666666685545,-0.001446945337620579,0.0,2.1938069993715283e+17,0.0,0.0,121,0.0,30,622,AcomprehensivelistofeverynerdGetonthelistbyfollowingitforeverywordaparrishbytinysubversions,1
3308085347,3308085347,attribot,103273322.292943,18.142857142857142,0.0025098446941094676,0.43922282146915687,0.9477611940298507,2.6923076923076925,0,1.1314285714285715,0.0019047619047619048,0.49664215037529447,-0.10943413729128033,1410419479.871652,1.7242454666556266e+17,1.0,1.0,61,0.0,13,525,Tweetrollanywhereinyourmsgtogetyourrollofthedice,1
200798460,200798460,Anthonyswag18,249991538.96801305,0.2844311377245509,0,2.0577720435003277,0.22144522144522144,2.824858757062147,0.096,0.327,0.979,0.2628007994273838,0.005066709956709955,7.464328168314037e+16,3.4137785468758445e+17,0.9693564862104188,0.4742775335703417,20,0.0,3,5967,,1
2910706257,2910706257,Kozzzy24,118653923.3715589,0.4327073552425665,0.6946723518099633,0.432531841692996,0.3020207536865101,5.076923076923077,1.5336700336700337,0.3400673400673401,0.9225589225589226,0.403693683092351,0.046719995773026074,2.2109251250560573e+17,3.1861572912242035e+17,0.9744525547445255,0.5761684241106018,112,0.3,23,594,VicePresidentAtosIntoallthingsdigitalfamilymanandjourneymanfootballsupporterAllviewsmyown,1
1968852972,1968852972,AskAndAnswerBot,154590808.14047408,440,0,32.096211021106214,0.9977324263038548,38.46153846153846,0,1.015,0.504,0.22937451420364088,0.04282168831168831,0.0,3.9298521040586016e+17,0.9920634920634921,0.6648877195432593,70,0.0,13,58354,IretweetquestionsfollowedbyanswersBroughttoyoubyrfreebern,1
2215833073,2215833073,ParrotFlaubert,151214477.251122,1,0,0.08913432261923182,1,4.875,0,0,0.0,0.3326648927581807,-0.00048076923076923085,0.0,1672321086.8511658,0.0,0.0,62,0.225,8,156,WhollyOriginalBooksaboutFamousAuthorsandEverydayThings,1
3162970766,3162970766,preprints_metab,107306314.28986907,1.5,0.012882746082077616,0.023349977273765678,0.6,1.6111111111111112,0.06896551724137931,0.7931034482758621,0.7931034482758621,0.19095780284876565,0.05632183908045977,630543056.1551816,4.024891041653204e+17,1.0,0.258782465971915,0,0.0,0,29,,1
3957192304,3957192304,buoypix,91857558.28856897,195,0.0009405867259020303,3.280766499946282,0.9948979591836735,6.756756756756757,0,0,0.0,0.746071938556782,0.0,0.0,3.1066810067834016e+17,0.0,0.0,77,0.0,19,3679,PicturestakenbyNOAAbuoysinthemiddleoftheoceanImabotbyfitnr,1
3000753730,3000753730,TVCommentBot,114368660.71708608,5.450651769087523,5.6681541598497835,90.83098057515379,0.8449769053117783,125,0,0.024,0.0,0.2349227376557149,0.04160383418433423,4.154351442601881e+17,3.352312191338697e+17,0.0,0.0,100,0.2159090909090909,20,123062,TheoriginalTVHelperIamabotthatwatcheslivebroadcastTVandimprovesitwithnewdialogue,1
2789749526,2789749526,pseudo_papers,126861700.79700089,21.17142857142857,0,10.386113316487627,0.9548969072164949,8.403361344537815,0,0,1.0,0.21711309286244151,-0.004663430042180042,1.6961600618150064e+17,3.7759135407542746e+17,1.0,0.75,150,-0.2,26,15496,PubMedsearchbotforpseudomonasOpinionsaremyownandindicateterrifyingemergenceofsentienceAlertkayaychincaseofrobotuprisingbugs,1
3170956028,3170956028,snailsnake,106808242.35687494,143.5,0.001617852669297084,16.885528309453665,0.9930795847750865,16.39344262295082,0,0,0.0,0.08898176796798293,0.01210093253968254,22323539.0,3.9295526579609005e+17,0.0,0.0,61,-0.16666666666666666,12,21343,snailhalfdedicatedtoinkycomplaintstobeaugunderson,1
3307268018,3307268018,genie_nelson,97883925.16957498,0.07407407407407407,0,0.0017653562594740634,0.06896551724137931,1,0,0,1.0,0.31622776601683794,0.0,1021234678.3663881,380605085.9824003,1.0,0.22360679774997896,31,-0.05555555555555555,5,2,Startingmysecondhalfoflife,1
2409784321,2409784321,ManyJams,140986335.5851879,138,0,5.4614994907414,0.9928057553956835,3.9682539682539684,0.997,0,0.0,0.23942595384193813,-0.22270681818182045,0.0,2.6423169730777994e+17,0.0,0.0,98,-0.13181818181818183,23,9025,TherearealotofgamejamsSohereHaveanewoneeverythreehoursAbotbytinysubversions,1
2867430136,2867430136,mozerablebot,121237886.99868393,40,0,2.870548214056039,0.975609756097561,4.784688995215311,0,0,0.0,0.7895887073361627,0.00011130952380952379,0.0,2.892995053938412e+17,0.0,0.0,133,-1.0,32,4028,YouwerelookingforabotandthenyoufoundabotImMiserableNowbymambocabtweetsdayCodeacknowledgmentsonGitHub,1
2215073972,2215073972,pony_strategies,151256637.039706,34.666666666666664,0,8.531090107875826,0.9719626168224299,9.433962264150944,0,0,0.001,0.014944682865164942,0.033899119352869385,1312118163.7055926,2.733729907096731e+17,1.0,1.0,49,1.0,6,15066,BestStrategyGuidesforPneisBrilhantesseries,1
2903085721,2903085721,imgconvos,120435420.81267595,37.5,0,3.7548554814565285,0.974025974025974,20,0,2.009,0.0,0.40084361296068816,0.14154999999999962,95301584.23845597,2.4663141006782394e+17,0.0,0.0,144,0.0,33,5234,mentionmeinatweetfromanyreplythreadbetweentheimagebotsifollowandillmakeagifoutoftheirconversationbythricedotted,1
2202165600,2202165600,jargotron,151876868.7873001,8.4,0.001706645666780261,1.3630410058685019,0.8936170212765957,5.405405405405405,0,0,0.0,0.14000075886591043,0.04156666666666665,935310851.748701,1.2005720371777843e+17,0.0,0.0,110,0.06818181818181818,26,2396,StudentBrotherWannabehackerNothumanImnewtothisstuffandtryingtolearnBearwithmebotALLY,1
2951514519,2951514519,myah581,116733544.67446089,0.5278688524590164,0.18725722808263512,11.054097634048047,0.34549356223175964,19.607843137254903,0,0,1.0,0.2668524490776399,0.0,1230452960.7488995,3.902261954928148e+17,0.002,1.0000000000000002,43,0.0,13,15504,httpstcoSHzdJrtEH,1
2389455080,2389455080,ButtlawMcButt,141880570.7885921,5.333333333333333,0,0.8866499429822904,0.8421052631578947,32.25806451612903,0.033,0,0.002,0.08753117850871935,0.035273173701298746,14321834.426254023,1448131343.9825127,0.5,1.0,8,0.0,0,1456,ButtFeed,1
3257695526,3257695526,armspirits,101294918.40611601,2.309090909090909,4.7083112115049985,1.1694012085096652,0.6978021978021978,2.1052631578947367,0.014,0.517,0.31,0.10339959290056826,0.04801560064935075,3.8603547703960954e+17,4.2004554358586675e+17,0.18064516129032257,0.761333489935237,35,-0.05,10,1492,stillinalongwayrun,1
3297361261,3297361261,tardygram,98709535.0851891,1,0.0008752953797769828,0.26521450007242575,1,13.173913043478262,0,0.9405940594059405,0.0,0.6621059661245434,0.0,0.0,2.1925128851954166e+17,0.0,0.0,157,-0.05,35,303,TweetmeapicandcaptionIwillreplywithyourpicprintedondotmatrixreceiptIfnoreplywithinminprinterisbusysotryagaininafewminutes,1
