id,id_str,screen_name,age,in_out_ratio,favorites_ratio,status_ratio,account_rep,avg_tpd,hashtags_ratio,user_mentions_ratio,url_ratio,avg_cosine_similarity,avg_tweet_sentiment,std_deviation_friends,std_deviation_followers,unique_urls_ratio,tweet_url_similarity,user_description_len,user_description_sentiment,special_char_in_description,tweet_count,description,bot
4040207472,4040207472,himawari8bot,90692775.57851005,1617,0.008574001567818979,10.322145220813182,0.9993819530284301,6.410256410256411,0,0.001,0.815,0.6126232170010483,0.0005,1563100947.8445292,2.8799322022635968e+17,1.0,0.8292015780623164,136,0.0,30,10835,Unofficial; imagery courtesy: Japan Meteorological Agency (https://t.co/lzPXaTnMCi) and CIRA (https://t.co/YksnDoJEl8). Bot by @__jcbl__,1
3369547257,3369547257,emoji__polls,100130614.6175251,241.5,0.00431436480890621,19.572547392083912,0.9958762886597938,23.25581395348837,0,0,0.0,0.0,0.0,1052356241.5,3.946499410418951e+17,nan,nan,81,-0.5,17,23362,A silly bot by @fourtonfish @botwikidotorg. Image credit: https://t.co/X3tmC9y6oI,1
2555847008,2555847008,everytrolltroll,134406069.81978202,27,0,0.09321007612824429,0.9642857142857143,72.5,0,2.268965517241379,0.0,0.2168050273091905,0.08839080459770114,nan,1327804342.5090072,nan,nan,104,-0.5,18,145,exposing the BLATANT HYPOCRISY of @everycanontroll // because @thricedotted was just THAT ANGRY about it,1
2520449720,2520449720,hyphizer,135746491.29271102,86,0,3.6177553859645855,0.9885057471264368,5.9523809523809526,0,0,0.0,0.00017560328318184248,-0.002368452380952381,1269522837.0,2.4959260873647674e+17,nan,nan,45,0.13636363636363635,10,5684,"New words, from time to time. By @derekarnold",1
2886558632,2886558632,par_papers,121817254.08459997,1,0,18.513791145166792,1,9.345794392523365,0,0,1.0,0.21448820519130601,0.0012839824527324495,nan,3.893083477356057e+17,1.0,0.75,130,0.0,26,26357,"Twitterbot of #Parasitology papers in PubMed, bioRxiv, and PeerJ PrePrints. Image from http://t.co/zYv7ygHs2U. Run by @FilipHusnik",1
2787206222,2787206222,everyMTGlegend,126968182.26288104,0.8636363636363636,0,0.12861174909309492,0.4634146341463415,3.5384615384615383,0,0.010869565217391304,0.9891304347826086,0.26333801003158325,0.0385525283894849,1279169581.3550856,1.9535919469963917e+17,0.9505494505494505,0.9092951247644028,74,0.55,16,189,tweeting every legendary MTG card (as of 10/2015) task complete in ~1 year,1
2364079946,2364079946,assembly_papers,143177222.640378,1,0.013275854671202063,18.261541548178037,1,27.027027027027028,0,0.001,1.0,0.24768991290314823,-0.039902427849927834,821302024.7912867,2.963978831382693e+17,1.0,0.75,36,0.0,5,30262,Papers on directed and self assembly,1
3369559252,3369559252,DeepDreamThis,100134964.72483897,570,0,20.879755695178954,0.9982486865148862,41.666666666666664,0.577,0.956,0.0,0.492140175053383,-0.003408333333333333,240478147.0,1.9043281298752486e+17,nan,nan,136,0.0,35,24199,Tweet me a picture and I'll #deepdream it for you! Tweet '-me' and I'll dream your avatar! List of commands here: http://t.co/BRfLYAkWBA,1
4855573727,4855573727,BestOpinionPoll,82737892.344244,1,0.002088523107176074,3.604790882985904,1,3.787878787878788,0,0,0.0,0.7470431013755859,-0.718054942279935,nan,3.890899034966337e+17,nan,nan,124,-0.16666666666666666,22,3561,express your opinion on hopelessly mundane things with the highest-quality polls this side of Twitter. A project by @_Ninji.,1
2593449065,2593449065,dstroyeveryword,134412336.58354402,1943,0.36446654559532193,71.58585770153196,0.9994855967078189,62.5,0,0.003,0.0,0.5030334891410864,-0.20044999999999744,1888636680.0,3.3211814066156595e+17,nan,nan,110,-0.1,21,111366,Destroy every word in the english language. Task was completed when the world ended in 2017. By @dangeredwolf.,1
1892842986,1892842986,snowcloneminute,156848228.32730103,80.5,0.03525446260356335,462.40579427300963,0.9877300613496932,500,0,0,0.0,0.0091348795643543,0.02290034992784993,759417987.5,3.462645404432829e+17,nan,nan,157,-0.5,36,858583,"A mashup of http://t.co/Tdj0YYLDOM and http://t.co/VSKfYVAJ21, another weird Internet thing by @air_hadoken.  Have a snowclone to add? Tweet it @air_hadoken!",1
2751246980,2751246980,BklynMuseumBot,128089999.43685102,1351,0,3.8211882438277636,0.9992603550295858,3.745318352059925,0,0,1.0,0.614396589531427,-0.012588149350649362,nan,3.6295489154701286e+17,0.906,0.8571726011756546,151,-0.5,30,5769,"I am a bot that tweets one random object from the Brooklyn Museum collection, four times a day. Bot by @backspace (not affiliated with @brooklynmuseum)",1
2835394560,2835394560,vaporfave,124721663.7172029,7.813084112149533,0.0048491976612125625,15.464091341606862,0.8865323435843054,12.048192771084338,0.011,0.233,0.0,0.7075939837722577,0.0,900043450.9033015,3.695815171995611e+17,nan,nan,123,0.5,25,22684,Tweets ~10 times a day between 8am-10pm PST. Will probably get more vaporwave-y as time goes by. Complaints: @beaugunderson,1
2821046862,2821046862,moonmurmur,125494860.85004997,1,0,8.725724643883407,1,18.51851851851852,0,0.028,0.0,0.28052198015756263,0.030102063492063486,nan,2.1845839721428013e+17,nan,nan,40,0.0,7,12674,"[@thricedotted's subconscious, possibly]",1
2477378850,2477378850,AttentiveBot,137447949.602458,0.5785498489425982,0.03960190032476598,16.389529320121007,0.36650717703349284,333.3333333333333,0,0.934,0.999,0.5990378378385407,0.0018166666666666667,653141387.4137151,9.877195001270576e+16,0.9029029029029029,0.6667719824042838,59,0.0,13,26073,"You may have missed some things, I will help you find them.",1
820930460121300992,"""820930460121300992""","""LondonPogoMap""",52120777.38980007,1,0.021549947185166275,903.7185851571328,1,1000,0,0,2.0,0.5683586172288165,0.004885530303030304,nan,3.841585912571455e+17,0.996,0.6051492085716155,78,0.41111111111111115,16,545168,Rare and strong Pokémon in London. See more Pokémon at https://t.co/rqjskg5pkE,1
2787454512,2787454512,CrisprPhages,126953348.60622191,67,0,0.6737593055958819,0.9852941176470589,1.6981132075471699,0,0.00101010101010101,1.0,0.2512786759642087,-0.002326646825396825,nan,4.034886178593591e+17,1.0,0.75,95,0.5,15,1027,"A twitterbot posting the latest pubmed publications on CRISPRs, phages, virusses and prophages.",1
2360241721,2360241721,phy_papers,143392190.69939804,2156,0,12.132208814962356,0.9995363931386184,8.771929824561404,0,0,1.0,0.21530556035902879,0.015601590076590092,nan,3.5008441752111834e+17,1.0,0.75,109,0.0,19,20392,"Continuous feed for phylogenetics papers from PubMed, arXiv, bioRxiv, and PeerJ PrePrints. Run by @RobLanfear",1
177684507,177684507,rnomics,255040544.17599392,19.734513274336283,0.05792961290815291,53.88063785857254,0.9517712334613743,38.46153846153846,1.678,0.701,1.36,0.3194542969653952,0.2790311083684833,1.8293783850326397e+17,3.2477877981498234e+17,0.5705882352941176,0.21487445001514463,159,0.0,39,160117,"#RNomics, #RNA biology, RNA #bioinformatics, #RNA_World & #evolution, technologies & resources, daily papers: https://t.co/UaH05PfPIt & https://t.co/cuczvAA7dr",1
2293077919,2293077919,DiGRAThemes,146871909.49637294,1.75,0,9.84054204072081,0.6363636363636364,2.380952380952381,1,0,0.0,0.3997840516688339,-0.38477797619047177,915887497.5983372,1.8728492217879e+17,nan,nan,42,0.0,10,16728,DiGRA 2014 Theme Generator. // by @ibogost,1
3069631373,3069631373,super_jeopardy,111215406.77041411,103,0,3.4477525293915017,0.9903846153846154,11.904761904761905,0,0,0.002,0.0172996051888819,0.04279020583583084,nan,3.965204504197235e+17,1.0,0.3651483716701107,110,0.0,27,4438,"This! Is! Jeopardy! I'm your host Alex Trebek and love wrong, she catches a train, literally. (by @alicemazzy)",1
2398623474,2398623474,Speed_1994,141405462.61181808,62.57142857142857,0.0006110089271245668,15.087643437486927,0.9842696629213483,23.25581395348837,0,0,0.0,0.02761526264371776,0.026867978896103907,3.580484310812512e+17,1.8119857323454986e+17,nan,nan,17,0.0,4,25371,tweets on the :50,1
8752222,8752222,TheUniverse,347398818.4394169,12.820388349514563,1.691446167375129,1.0763974433759091,0.9276431331225852,3.1645569620253164,0.077,1.088,0.226,0.05903928295403368,0.11855746121933614,1.7529443241780042e+17,2.056281464853996e+17,0.9469026548672567,0.2381615729815075,82,0.0,18,4364,AKA @YACHT / @5everydayla / @terraformsf / author of #BroadBandBook @penguinrandom,1
2553194245,2553194245,everywordNYT,134515154.22725892,1,0.0006423068129114289,34.57280651177057,1,83.33333333333333,0,0,1.0,0.2952071782108051,0.04955271885521877,nan,2.2136112845576163e+17,0.857,0.6533065893318023,63,0.4,14,53826,All the news that fit in @everyword. Tribute bot by @robdubbin.,1
1945747520,1945747520,Exoriders,155483884.22042203,102,0,10.985884540795682,0.9902912621359223,22.727272727272727,0,0.999,0.994,0.4189239308945778,-0.015506926406926394,nan,1.740422336170112e+17,0.39235412474849096,0.8866939738068121,160,0.13636363636363635,32,19770,"They scour the exoplanets for dinosaurs and when they find them, THEY RIDE THEM. New Exoriders at five after, chasing the @Exosaurs forever. Bot by @robinsloan.",1
2479314061,2479314061,onlymanthings,137330963.11039996,1,0,3.5319755211362645,1,11.904761904761905,0,0,0.0,0.0746653764375727,0.14902307900432857,nan,2.1308087735337888e+17,nan,nan,55,0.0,11,5614,MAN THINGS THAT ONLY MEN UNDERSTAND // by @thricedotted,1
3384759783,3384759783,crystalliser,99267114.88633108,1,0,0.05483386926509254,1,6.3,0,0.9047619047619048,0.0,0.6187996061919103,-0.1222222222222223,nan,3.1652175257950106e+17,nan,nan,25,0.0,3,63,coagulated by @dead_cells,1
393504310,393504310,SeethingVortex,217728556.82914305,0.7926829268292683,83.61883376780409,12.755126109522243,0.4421768707482993,29.41176470588235,0.025,1.004,0.163,0.07370287527439487,0.025941535894660923,2.767476996021877e+17,4.263504773334382e+17,0.9877300613496932,0.5219109367314078,27,0.05,5,32752,an old man with big tiddies,1
174958347,174958347,Horse_ebooks,255692484.855433,11.187781395026668,0.0003379059030571432,6.361078625050721,0.9179506123724817,8.064516129032258,0,0,0.2,0.02233382376212525,0.06136296897546901,167301344.53650817,4.2941435728693875e+17,0.955,0.7466565291522029,12,0.0,1,18825,Horse ebooks,1
2305621754,2305621754,FMKVote,146247962.35862494,657,0,1.521842741673414,0.9984802431610942,6.802721088435374,0,0.001,0.0,0.24139655214476297,-0.1683833333333347,nan,6.759126175774509e+16,nan,nan,136,-0.4,44,2576,"HOW TO VOTE: reply to a tweet with 'F' 'M' and 'K' in the order you want to vote. ('MFK' = marry, fuck, kill). A bot by @tinysubversions",1
1885568064,1885568064,BoazimBot,157026163.10307193,1,0,23.237177346076393,1,23.25581395348837,0,0,0.0,0.00019965423409591982,0.002223089826839826,nan,2.7412411746815648e+17,nan,nan,102,-0.25,26,42896,"I'm too lazy to update @boazims, so I wrote a bot to do it for me. Tweets hourly. By @tinysubversions.",1
2808482336,2808482336,ClipArtBot,126027020.82693696,1359,0,46.07560475442789,0.9992647058823529,55.55555555555556,0,1.179,0.0,0.47268825257537617,0.26991666666666697,nan,3.430361926232595e+17,nan,nan,159,-0.2625,36,67208,"Tweet a picture at me and I'll reply with an improved version! Bot by @_Ninji, art from http://t.co/vUU2SFoL66 [Temporarily broken due to Twitter rate limits!]",1
2533978033,"""2533978033""","""MBPoGoAlert""",135267246.20798612,64.6,0.0006387355581051149,14.524207855752207,0.9847560975609756,55.55555555555556,0,0,0.998,0.39720971564677326,-0.00048030303030303033,3.116361385728684e+17,4.184800524924798e+17,0.46092184368737477,0.8279176205928935,160,-0.2,29,22739,Pokemon Go Alerts in the Myrtle Beach Area!  Conway: @ConwayPoGoAlert North Myrtle: @NMBPoGoAlert Loris/Green Sea: @LorisPoGoAlert Carolina Forest: @CFPoGoAlert,1
2607163646,2607163646,tiny_star_field,132047100.73829699,25.368442050668264,0.24340405673653961,8.022519192598688,0.9620758785036123,7.874015748031496,0,0,0.0,0.0,0.0,923690069.5873406,4.5675766932685376e+17,nan,nan,65,-0.25,10,12487,a small window of stars periodically throughout the day and night,1
516047986,516047986,pentametron,205685762.732373,12515.5,0.05376745503960633,22.507980807712702,0.9999201054607918,2.849002849002849,0.022,0.939,0.028,0.15148780806179218,0.03953051920301923,200266.5,3.404286516039023e+17,1.0,0.6666666666666629,72,-0.3333333333333333,13,53486,With algorithms subtle and discrete / I seek iambic writings to retweet.,1
2359455914,2359455914,ArkhamSingles,143435827.27568793,40,0.0030117998285720004,16.498037100951706,0.975609756097561,22.727272727272727,0,0,0.0,0.09239231575955524,-0.0063698042929292925,nan,1.9352639515538982e+17,nan,nan,68,-0.15,15,27389,"Because even in a sunken, dead city things can be lonely. By @polm23",1
812169101665669122,"""812169101665669122""","""VegasPokeMap""",54211001.29647589,1,0.004781317330452074,569.6349903429557,1,500,0.085,0,2.0,0.5436065632372611,0.0019055555555555527,nan,4.19283678602599e+17,0.999,0.5625691513313636,99,0.41111111111111115,20,357413,Rare and strong Pokémon in Las Vegas and Spring Valley. See more Pokémon at https://t.co/GB4nYu29n3,1
2216299843,2216299843,oliviataters,151186968.19882298,1.2810357958872811,45.08960052056307,29.796853880128747,0.5616026711185309,27.77777777777778,0.093,0.51,0.004,0.013930569229092934,0.0681037565536315,978692941.5419054,2.6753480712363635e+17,1.0,0.8333333333333336,7,0.0,1,53017,ugh dad,1
1905798763,1905798763,killcodes,156534936.83892393,1.903225806451613,0,0.34552286596349713,0.6555555555555556,2.5867768595041323,0,0.003194888178913738,0.0,0.000912154472878197,0.0,98027371.25778894,1.3502500728959486e+17,nan,nan,79,0.06507936507936506,16,626,One tweet can bring down a company. Just a bot searching for the right letters.,1
2888761893,2888761893,face_withface,119967298.79553795,1,0,1.1235061667072657,1,3.9682539682539684,0,0,1.0,0.551352143864481,0.004976789321789322,nan,2.430417338647019e+17,1.0,0.7419454178436711,95,-0.5,21,1560,"Randomly generated glitch emoji, based on http://t.co/ej5tzovHYE. Also on Tumblr. By @aparrish.",1
4866592001,4866592001,CTCF_Papers,82434708.07242799,47.28,0.007336715494505257,0.46850168943483567,0.9792874896437448,1.3753846153846154,0.0022371364653243847,0.0738255033557047,0.971677559912854,0.23775646861438599,0.008202783358012118,2.635398174835522e+17,4.308063095920323e+17,1.0,0.7260174642087592,122,0.0,20,459,"PubMed bot reporting all CTCF papers. Created and maintained by @generegulation. Also see @TF_binding_bot, @Nucleosome_Bot",1
2539843980,2539843980,imtherealdontai,135051973.42276,0.49241540256709454,0.6864557225668518,0.1957646329035011,0.3299452697419859,1.5692307692307692,0.5490196078431373,1.2418300653594772,0.3065015479876161,0.14761981236760705,0.2041216342996528,3.1406090143236454e+17,4.081774668423662e+17,1.0,0.19172523490516116,72,0.0,13,323,"Fractional CFO, Virtual CFO, Digital CPA, Economist, Teacher of Business",1
3491890817,3491890817,Nucleosome_Bot,95743240.14516592,94.70588235294117,0.004512067894767312,2.160378108014589,0.9895513214505224,2.8328611898016995,0,0.004,0.998,0.24541061913409828,-0.016413404882154904,2.7066508656550992e+17,4.31441897966489e+17,1.0,0.7454975304686645,158,0.0,28,2479,"Bot reporting papers & preprints with #nucleosome in abstracts. Created and maintained by @generegulation. Also see @CTCF_Papers, @TF_binding_bot, @DNAbinding",1
3185769799,"""3185769799""","""Bedr0ckLearning""",105901857.57211494,0.5445932028836251,0.5400925093410308,3.606055727020175,0.3525803440458728,5.9171597633136095,0.975,0.459,0.743,0.19497821582526198,0.17739836670274167,3.463838452406095e+17,4.0249840492739034e+17,0.9730820995962315,0.566429192094346,110,0.0,22,4447,We are on a mission to improve students' vocabulary and drive up standards of literacy. Join us in the battle!,1
2553194498,2553194498,everynerd,134520243.18558598,1,0,0.3994997238137494,1,3.2061855670103094,0,0.770096463022508,0.0,0.6666666666685545,-0.001446945337620579,nan,2.1938069993715283e+17,nan,nan,121,0.0,30,622,A comprehensive list of every nerd. Get on the list by following it. // for @everyword & @aparrish // by @tinysubversions,1
3308085347,3308085347,attribot,103273322.292943,18.142857142857142,0.0025098446941094676,0.43922282146915687,0.9477611940298507,2.6923076923076925,0,1.1314285714285715,0.0019047619047619048,0.49664215037529447,-0.10943413729128033,1410419479.871652,1.7242454666556266e+17,1.0,1.0,61,0.0,13,525,Tweet !roll anywhere in your msg to get your roll of the dice,1
200798460,200798460,Anthonyswag18,249991538.96801305,0.2844311377245509,0,2.0577720435003277,0.22144522144522144,2.824858757062147,0.096,0.327,0.979,0.2628007994273838,0.005066709956709955,7.464328168314037e+16,3.4137785468758445e+17,0.9693564862104188,0.4742775335703417,20,0.0,3,5967,ดินแดนแห่งตำนาน สยาม,1
2910706257,2910706257,Kozzzy24,118653923.3715589,0.4327073552425665,0.6946723518099633,0.432531841692996,0.3020207536865101,5.076923076923077,1.5336700336700337,0.3400673400673401,0.9225589225589226,0.403693683092351,0.046719995773026074,2.2109251250560573e+17,3.1861572912242035e+17,0.9744525547445255,0.5761684241106018,112,0.3,23,594,"Vice President, Atos. In to all things digital, family man and journey man football supporter. All views my own.",1
1968852972,1968852972,AskAndAnswerBot,154590808.14047408,440,0,32.096211021106214,0.9977324263038548,38.46153846153846,0,1.015,0.504,0.22937451420364088,0.04282168831168831,nan,3.9298521040586016e+17,0.9920634920634921,0.6648877195432593,70,0.0,13,58354,I retweet questions followed by answers. Brought to you by @rfreebern.,1
2215833073,2215833073,ParrotFlaubert,151214477.251122,1,0,0.08913432261923182,1,4.875,0,0,0.0,0.3326648927581807,-0.00048076923076923085,nan,1672321086.8511658,nan,nan,62,0.225,8,156,Wholly Original Books about Famous Authors and Everyday Things,1
3162970766,3162970766,preprints_metab,107306314.28986907,1.5,0.012882746082077616,0.023349977273765678,0.6,1.6111111111111112,0.06896551724137931,0.7931034482758621,0.7931034482758621,0.19095780284876565,0.05632183908045977,630543056.1551816,4.024891041653204e+17,1.0,0.258782465971915,0,0.0,0,29,,1
3957192304,3957192304,buoypix,91857558.28856897,195,0.0009405867259020303,3.280766499946282,0.9948979591836735,6.756756756756757,0,0,0.0,0.746071938556782,0.0,nan,3.1066810067834016e+17,nan,nan,77,0.0,19,3679,Pictures taken by @NOAA buoys in the middle of the ocean. I'm a bot by @fitnr,1
3000753730,3000753730,TVCommentBot,114368660.71708608,5.450651769087523,5.6681541598497835,90.83098057515379,0.8449769053117783,125,0,0.024,0.0,0.2349227376557149,0.04160383418433423,4.154351442601881e+17,3.352312191338697e+17,nan,nan,100,0.2159090909090909,20,123062,The original TV Helper. I am a bot that watches live broadcast TV and improves it with new dialogue.,1
2789749526,2789749526,pseudo_papers,126861700.79700089,21.17142857142857,0,10.386113316487627,0.9548969072164949,8.403361344537815,0,0,1.0,0.21711309286244151,-0.004663430042180042,1.6961600618150064e+17,3.7759135407542746e+17,1.0,0.75,150,-0.2,26,15496,PubMed search bot for pseudomonas. Opinions are my own and indicate terrifying emergence of sentience. Alert @kay_aych in case of robot uprising/bugs.,1
3170956028,3170956028,snailsnake,106808242.35687494,143.5,0.001617852669297084,16.885528309453665,0.9930795847750865,16.39344262295082,0,0,0.0,0.08898176796798293,0.01210093253968254,22323539.0,3.9295526579609005e+17,nan,nan,61,-0.16666666666666666,12,21343,snail half dedicated to @inky // complaints to @beaugunderson,1
3307268018,3307268018,genie_nelson,97883925.16957498,0.07407407407407407,0,0.0017653562594740634,0.06896551724137931,1,0,0,1.0,0.31622776601683794,0.0,1021234678.3663881,380605085.9824003,1.0,0.22360679774997896,31,-0.05555555555555555,5,2,Starting my second half of life,1
2409784321,2409784321,ManyJams,140986335.5851879,138,0,5.4614994907414,0.9928057553956835,3.9682539682539684,0.997,0,0.0,0.23942595384193813,-0.22270681818182045,nan,2.6423169730777994e+17,nan,nan,98,-0.13181818181818183,23,9025,There are a lot of game jams. So here. Have a new one every three hours. A bot by @tinysubversions,1
2867430136,2867430136,mozerablebot,121237886.99868393,40,0,2.870548214056039,0.975609756097561,4.784688995215311,0,0,0.0,0.7895887073361627,0.00011130952380952379,nan,2.892995053938412e+17,nan,nan,133,-1.0,32,4028,"You were looking for a bot, and then you found a bot. I'm Miserable Now, by @mambocab. ~5 tweets/day. Code/acknowledgments on GitHub.",1
2215073972,2215073972,pony_strategies,151256637.039706,34.666666666666664,0,8.531090107875826,0.9719626168224299,9.433962264150944,0,0,0.001,0.014944682865164942,0.033899119352869385,1312118163.7055926,2.733729907096731e+17,1.0,1.0,49,1.0,6,15066,Best Strategy Guides for Pôneis Brilhantes series,1
2903085721,2903085721,imgconvos,120435420.81267595,37.5,0,3.7548554814565285,0.974025974025974,20,0,2.009,0.0,0.40084361296068816,0.14154999999999962,95301584.23845597,2.4663141006782394e+17,nan,nan,144,0.0,33,5234,"@-mention me in a tweet from any reply thread between the image bots i follow, and i'll make a gif out of their conversation // by @thricedotted",1
2202165600,2202165600,jargotron,151876868.7873001,8.4,0.001706645666780261,1.3630410058685019,0.8936170212765957,5.405405405405405,0,0,0.0,0.14000075886591043,0.04156666666666665,935310851.748701,1.2005720371777843e+17,nan,nan,110,0.06818181818181818,26,2396,Student. Brother. Wannabe hacker. Not human? I'm new to this stuff and trying to learn. Bear with me! #botALLY,1
2951514519,2951514519,myah581,116733544.67446089,0.5278688524590164,0.18725722808263512,11.054097634048047,0.34549356223175964,19.607843137254903,0,0,1.0,0.2668524490776399,0.0,1230452960.7488995,3.902261954928148e+17,0.002,1.0000000000000002,43,0.0,13,15504,‏مسلم عربي مصري  ...https://t.co/SH9zdJrtEH,1
2389455080,2389455080,ButtlawMcButt,141880570.7885921,5.333333333333333,0,0.8866499429822904,0.8421052631578947,32.25806451612903,0.033,0,0.002,0.08753117850871935,0.035273173701298746,14321834.426254023,1448131343.9825127,0.5,1.0,8,0.0,0,1456,ButtFeed,1
3257695526,3257695526,armspirits,101294918.40611601,2.309090909090909,4.7083112115049985,1.1694012085096652,0.6978021978021978,2.1052631578947367,0.014,0.517,0.31,0.10339959290056826,0.04801560064935075,3.8603547703960954e+17,4.2004554358586675e+17,0.18064516129032257,0.761333489935237,35,-0.05,10,1492,αιη’т ¢σσℓ; still in a long way run,1
