id,id_str,screen_name,age,in_out_ratio,favorites_ratio,status_ratio,account_rep,avg_tpd,hashtags_ratio,user_mentions_ratio,url_ratio,avg_cosine_sim,avg_tweet_sentiment,std_dev_friends,std_dev_followers,unique_urls_ratio,tweet_url_similarity,user_desc_len,user_desc_sentiment,special_char_count,tweet_count,bot
3369559252,3369559252,DeepDreamThis,100134964.72483897,570,0,20.879755695178954,0.9982486865148862,41.666666666666664,0.577,0.956,0.0,0.5941446591615014,-0.017541666666666664,240478147.0,1.898068268782001e+17,0.0,0.0,136,0.0,35,24199,1
1184955668,1184955668,baron777111,175681866.2991581,0.013513513513513514,0.007376970812645623,0.007376970812645623,0.013333333333333334,2,0.16666666666666666,1.0833333333333333,0.16666666666666666,0.34544587048840664,0.08001893939393939,394650732.2975451,0.0,1.0,0.22360679774997896,0,0.0,0,15,1
4855573727,4855573727,BestOpinionPoll,82737892.344244,1,0.002088523107176074,3.604790882985904,1,3.787878787878788,0,0,0.0,0.7396674303264946,-0.7249036796536795,nan,3.769618336679271e+17,0.0,0.0,124,-0.16666666666666666,22,3489,1
2593449065,2593449065,dstroyeveryword,134412336.58354402,1943,0.36446654559532193,71.58585770153196,0.9994855967078189,62.5,0,0.003,0.0,0.5037797899896278,-0.20000000000000015,1888636680.0,3.320557891282919e+17,0.0,0.0,110,-0.1,21,111366,1
1892842986,1892842986,snowcloneminute,156848228.32730103,80.5,0.03525446260356335,462.40579427300963,0.9877300613496932,500,0,0,0.0,0.009207529618475017,0.02640340909090909,759417987.5,3.4703217094754426e+17,0.0,0.0,157,-0.5,36,845638,1
2751246980,2751246980,BklynMuseumBot,128089999.43685102,1351,0,3.8211882438277636,0.9992603550295858,3.745318352059925,0,0,1.0,0.6155947615114189,-0.012998106060606059,0.0,3.593456306554826e+17,0.901,0.8571740311770845,151,-0.5,30,5700,1
2835394560,2835394560,vaporfave,124721663.7172029,7.813084112149533,0.0048491976612125625,15.464091341606862,0.8865323435843054,12.048192771084338,0.011,0.233,0.0,0.7053017906867707,0.0,898497594.4593554,3.6868504159055846e+17,0.0,0.0,123,0.5,25,22432,1
4452780559,4452780559,UcOVJ4xlZaGwtKm,87449418.57143593,0.06043956043956044,0.0019759994156947156,0.0019759994156947156,0.05699481865284974,1,0,0,0.0,0.6708203932499369,0.0,2.74774423167286e+17,3.971873083499074e+17,0.0,0.0,0,0.0,0,2,1
2821046862,2821046862,moonmurmur,125494860.85004997,1,0,8.725724643883407,1,18.51851851851852,0,0.028,0.0,0.2908497944410409,0.03850496031746031,nan,2.222882516670199e+17,0.0,0.0,40,0.0,7,12674,1
2477378850,2477378850,AttentiveBot,137447949.602458,0.5785498489425982,0.03960190032476598,16.389529320121007,0.36650717703349284,333.3333333333333,0,0.934,0.995,0.5940904522615196,0.001875,653141387.4137151,9.877195001270576e+16,0.9029029029029029,0.6667719824042838,59,0.0,13,26073,1
201143023,"""201143023""","""Ttimmson74""",249910439.990129,0.021739130434782608,0.004840133929770109,0.010717439415919527,0.02127659574468085,1.55,0.25806451612903225,0.9354838709677419,0.0967741935483871,0.03621159893191315,0.11607142857142855,1.124693127552286e+17,4.255107797076697e+17,1.0,0.25,0,0.0,0,31,1
2787454512,2787454512,CrisprPhages,126953348.60622191,67,0,0.6737593055958819,0.9852941176470589,1.6981132075471699,0,0.00101010101010101,1.0,0.23769066379626008,0.0009377074314574318,0.0,4.0564035503867674e+17,1.0,0.75,95,0.5,15,1000,1
2360241721,2360241721,phy_papers,143392190.69939804,2156,0,12.132208814962356,0.9995363931386184,8.771929824561404,0,0,1.0,0.21997697174685107,0.020932305194805205,0.0,3.465853729826179e+17,1.0,0.75,109,0.0,19,20222,1
177684507,177684507,rnomics,255040544.17599392,19.734513274336283,0.05792961290815291,53.88063785857254,0.9517712334613743,38.46153846153846,1.678,0.701,1.35,0.3155959090474033,0.2916118235930736,1.8369430175327504e+17,3.237793699633699e+17,0.5833333333333334,0.2175144221839148,159,0.0,39,159400,1
2293077919,2293077919,DiGRAThemes,146871909.49637294,1.75,0,9.84054204072081,0.6363636363636364,2.380952380952381,1,0,0.0,0.39755235322529203,-0.38493750000000015,915887497.5983372,1.8728492217879e+17,0.0,0.0,42,0.0,10,16728,1
3069631373,3069631373,super_jeopardy,111215406.77041411,103,0,3.4477525293915017,0.9903846153846154,11.904761904761905,0,0,0.0,0.01669377760962845,0.02618712121212121,0.0,4.010362981759973e+17,1.0,0.3651483716701107,110,0.0,27,4438,1
2398623474,2398623474,Speed_1994,141405462.61181808,62.57142857142857,0.0006110089271245668,15.087643437486927,0.9842696629213483,23.25581395348837,0,0,0.0,0.0316951214195043,0.03478598484848485,3.580484310812512e+17,1.8470285306504582e+17,0.0,0.0,17,0.0,4,24911,1
8752222,8752222,TheUniverse,347398818.4394169,12.820388349514563,1.691446167375129,1.0763974433759091,0.9276431331225852,3.1645569620253164,0.077,1.088,0.205,0.056606555451234414,0.14287195165945163,1.6777641189515114e+17,2.035982550292836e+17,0.9515418502202643,0.24093193496360882,82,0.0,18,4343,1
2553194245,2553194245,everywordNYT,134515154.22725892,1,0.0006423068129114289,34.57280651177057,1,83.33333333333333,0,0,1.0,0.2920096792630752,0.03932846320346321,nan,2.2136112845576163e+17,0.857,0.6533065893318023,63,0.4,14,53826,1
1945747520,1945747520,Exoriders,155483884.22042203,102,0,10.985884540795682,0.9902912621359223,22.727272727272727,0,0.999,0.99,0.42550114710364634,-0.012347943722943724,0.0,1.732213718989118e+17,0.39235412474849096,0.8866939738068121,160,0.13636363636363635,32,19770,1
2479314061,2479314061,onlymanthings,137330963.11039996,1,0,3.5319755211362645,1,11.904761904761905,0,0,0.0,0.08868271648943168,0.15050108225108233,nan,2.130808773526299e+17,0.0,0.0,55,0.0,11,5614,1
302049050,302049050,Lake5Media,230783757.35768795,0.8181818181818182,0,0.008236281538019946,0.45,2.4444444444444446,0.8636363636363636,0.18181818181818182,0.18181818181818182,0.06855136629835984,0.031706267217630854,373439570.8996639,1.6992103496570506e+17,1.0,0.35230057292574984,160,0.4,27,22,1
3384759783,3384759783,crystalliser,99267114.88633108,1,0,0.05483386926509254,1,6.3,0,0.9047619047619048,0.0,0.6187996061919103,-0.1222222222222223,nan,3.1652175257950106e+17,0.0,0.0,25,0.0,3,63,1
393504310,393504310,SeethingVortex,217728556.82914305,0.7926829268292683,83.61883376780409,12.755126109522243,0.4421768707482993,29.41176470588235,0.025,1.004,0.195,0.07616117822367213,0.01754191468253968,2.6501504668058106e+17,4.244189835055581e+17,0.978021978021978,0.46983189456812385,27,0.05,5,32319,1
174958347,174958347,Horse_ebooks,255692484.855433,11.187781395026668,0.0003379059030571432,6.361078625050721,0.9179506123724817,8.064516129032258,0,0,0.2,0.022708610459850075,0.05534316378066378,167304581.1282363,4.26018337115501e+17,0.955,0.7466565291522029,12,0.0,1,18825,1
2305621754,2305621754,FMKVote,146247962.35862494,657,0,1.521842741673414,0.9984802431610942,6.802721088435374,0,0.001,0.0,0.24017383506999812,-0.16599999999999973,0.0,6.754003627953416e+16,0.0,0.0,136,-0.4,44,2576,1
1885568064,1885568064,BoazimBot,157026163.10307193,1,0,23.237177346076393,1,23.25581395348837,0,0,0.0,7.649826984110287e-05,-0.0071130952380952395,nan,2.7325737369838077e+17,0.0,0.0,102,-0.25,26,42446,1
2808482336,2808482336,ClipArtBot,126027020.82693696,1359,0,46.07560475442789,0.9992647058823529,55.55555555555556,0,1.179,0.0,0.47396197787441435,0.2645694444444443,0.0,3.457277383410748e+17,0.0,0.0,159,-0.2625,36,67208,1
2533978033,"""2533978033""","""MBPoGoAlert""",135267246.20798612,64.6,0.0006387355581051149,14.524207855752207,0.9847560975609756,55.55555555555556,0,0,0.99,0.41264837618870087,-0.000859848484848485,3.116361385728684e+17,4.175137500948147e+17,0.46092184368737477,0.8279176205928935,160,-0.2,29,22739,1
2607163646,2607163646,tiny_star_field,132047100.73829699,25.368442050668264,0.24340405673653961,8.022519192598688,0.9620758785036123,7.874015748031496,0,0,0.0,0.0,0.0,923165946.4619946,4.539211523724119e+17,0.0,0.0,65,-0.25,10,12334,1
516047986,516047986,pentametron,205685762.732373,12515.5,0.05376745503960633,22.507980807712702,0.9999201054607918,2.849002849002849,0.022,0.939,0.11,0.14486775173449098,0.016028219696969704,200266.5,3.258541997859011e+17,1.0,0.6666666666666665,72,-0.3333333333333333,13,53549,1
2359455914,2359455914,ArkhamSingles,143435827.27568793,40,0.0030117998285720004,16.498037100951706,0.975609756097561,22.727272727272727,0,0,0.0,0.09203832470506897,-0.006836203102453103,0.0,1.91238914568344e+17,0.0,0.0,68,-0.15,15,27389,1
2815184227,2815184227,literaldevices,125717109.61019802,38,0.0006872572895439154,2.964827947092451,0.9743589743589743,2.985074626865672,0,0,0.0,0.014470304074546806,0.004635822510822512,1435022253.5,3.4868550867770746e+17,0.0,0.0,97,0.1,16,4341,1
2583829850,2583829850,emojicheer,133163820.05536509,65,0.0006488248832458979,0.4178432248103582,0.9848484848484849,2.824561403508772,0,0,0.0,0.7993943442154067,0.008543123543123537,0.0,1320504126.7019,0.0,0.0,69,-0.2916666666666667,14,644,1
2365773044,2365773044,EuphemismBot,143080657.38133097,64.5,0,3.702840130151152,0.9847328244274809,2.881844380403458,0,0,0.0,0.09844245404071891,-0.05048961038961038,1430168709.0,2.6584785227092986e+17,0.0,0.0,43,0.6,9,6159,1
2369366659,2369366659,NK_papers,142889884.4694891,117.66666666666667,0.0030233070843600817,8.172603710442173,0.9915730337078652,9.174311926605505,0.001,0.008,0.995,0.16369753952539515,-0.009941738816738812,510339670.8524156,4.0327234271923354e+17,0.998995983935743,0.7476602109162835,67,0.0,11,13586,1
2216299843,2216299843,oliviataters,151186968.19882298,1.2810357958872811,45.08960052056307,29.796853880128747,0.5616026711185309,27.77777777777778,0.093,0.51,0.0,0.015358341739310498,0.08753117784992787,978532952.4521552,2.649956384092543e+17,1.0,0.26726124191242434,7,0.0,1,52407,1
2207864359,2207864359,FreeFlattery,151612995.1968751,1.3043478260869565,0.0011397439894622013,0.09687823910428713,0.5660377358490566,3.4,0,0.7588235294117647,0.0,0.11423910917402776,0.3168599227569817,107586053.21156165,1.278013223235579e+17,0.0,0.0,96,0.25,27,170,1
2250599918,2250599918,everyboolean,149387097.10914612,1,0,0.0011567264063893537,1,1,0,0,0.0,0.0,0.175,nan,2.6895728971426947e+17,0.0,0.0,31,0.0,4,2,1
1973382756,1973382756,ColBertStephens,154453707.168298,5,0,7.692743811615519,0.8333333333333334,11.627906976744185,0.001,0.002,0.0,0.02059639845995326,0.01529154040404041,1188637194.199249,1386703925.7095442,0.0,0.0,109,0.5,25,13752,1
3408893381,3408893381,IFClueBot,97631731.18026304,2.6363636363636362,0,3.964612686067472,0.725,3.952569169960474,0,0,1.0,0.27408845575006524,-0.006277680652680655,3.8990531885497914e+17,4.24709541435577e+17,0.213,0.7137374520395,129,0.1,23,4516,1
206616788,206616788,dejiwall,248856868.64231992,0.688,0.01874812628421292,0.001388750095126883,0.4075829383886256,1,0.75,0.25,0.25,0.23386407391149786,0.03409090909090909,1.7613145019524192e+17,3.357208286426236e+17,1.0,1.0,8,0.0,2,4,1
2899773086,2899773086,Every3Minutes,120675484.36856508,1,0,473.6727190207149,1,250,0.258,0,0.625,0.45900406455074183,-0.020138888888888883,nan,2.556613335862193e+17,0.08524590163934426,0.2930065988930271,107,-0.15,23,665950,1
581817134,581817134,Anuroopjr,199512944.7404201,1,0.00043305460762163713,0.00043305460762163713,1,1,0,0,1.0,1.0,0.0,3.082388912064801e+17,3.435385719927518e+17,1.0,1.0,84,0.15,26,1,1
2838477794,2838477794,hakusongs,124390950.45744395,1,0,0.26116369302213904,1,5.529411764705882,0,0,0.0,0.12520224409486355,0.04341576479076477,nan,1.679132853229217e+17,0.0,0.0,148,1.0,34,376,1
3321136547,3321136547,thewillthewisp,102563659.21477199,15.25,0.036223356581108694,18.17570096730235,0.9384615384615385,23.25581395348837,0,0,0.0,0.007655228069040054,-0.0020916666666666666,1.7875909607501888e+17,2.89663677013752e+17,0.0,0.0,1,0.0,1,21576,1
2345739343,2345739343,living_newyork,144185128.6064279,2.111111111111111,0,0.25167644091127334,0.6785714285714286,3.4174757281553396,0.10227272727272728,0.9829545454545454,0.06,0.3362369425852745,0.13952227633477635,501593482.2707282,1109123022.7007058,0.8636363636363636,0.2617479321666345,47,0.13636363636363635,9,419,1
3041192247,3041192247,soamazingquote,112570678.89819503,1,0.0007675178016660726,3.3325622948340876,1,2.336448598130841,0,0,0.0,0.3103127393747083,0.1012962662337662,nan,2.1525004974026176e+17,0.0,0.0,53,0.5,8,4345,1
256628776,256628776,trinityadam,238195897.8507471,1.003604153249952,1.5473918876258428,67.38082790181711,0.5008994174932473,83.33333333333333,0.174,0,0.88,0.4926506835063491,0.10712049062049064,3.509239610344799e+17,4.652501078330029e+17,0.007803790412486065,0.4658055829585797,149,0.0,36,186567,1
18197506,18197506,Cardinal_Fang,307140229.6914029,245,0,3.6066079689820794,0.9959349593495935,45.45454545454545,0,0.794,0.0,0.8003316582911706,0.0034999999999999996,0.0,421984099.47741455,0.0,0.0,0,0.0,0,12821,1
2836032643,2836032643,plzrevisit,124574577.04018998,2.7065217391304346,0,3.5364647463974093,0.7302052785923754,111.11111111111111,0,0.693,0.0,0.6358838270590405,0.0,690135664.3954476,2.1658021623219014e+17,0.0,0.0,93,0.0,20,5099,1
3795943403,3795943403,dailymoist,93304937.3688569,3.9235294117647057,0.005555976078207307,341.5295535114553,0.7968936678614098,1.9120458891013383,0,0.002,0.005,0.9944721359550018,0.0,2.2239928414100522e+17,1.729582320321756e+17,1.0,1.0,72,0.0,9,368842,1
1905798763,1905798763,killcodes,156534936.83892393,1.903225806451613,0,0.34552286596349713,0.6555555555555556,2.5867768595041323,0,0.003194888178913738,0.0,0.0008323834373422899,0.0,98027371.25778894,1.3502500728959486e+17,0.0,0.0,79,0.06507936507936506,16,626,1
4599110415,4599110415,_emo_ji,85643096.02363491,102,0.008070703093326397,1.0027848593458049,0.9902912621359223,4.97,0,0.9134808853118712,0.0,0.616086383590019,0.0,0.0,2.945875610662574e+17,0.0,0.0,42,0.0,18,994,1
2408637672,2408637672,SadisticMedic_,141032192.715693,0.7058823529411765,0.005513634759742869,9.08034382321209,0.41379310344827586,10.416666666666666,1,0,0.0,0.3687921147198215,0.0,712448846.5573184,2.1496867732602035e+17,0.0,0.0,40,0.0,12,14916,1
19108922,19108922,evoldir,304487709.0998609,442.5217391304348,0.0025537976632908207,5.7224930528428875,0.9977453190863641,6.0606060606060606,0,0,1.015,0.4280232495621071,-0.00625,561434854.7205633,3.3930431951437805e+17,0.9990118577075099,0.730893354364776,156,0.0,29,20230,1
2250581388,2250581388,everyletterbot,149389304.91216207,10.642857142857142,0,0.015037221046853644,0.9141104294478528,26,0,0,0.0,0.0,0.0,573728442.0995083,2.1813014924315347e+17,0.0,0.0,46,0.0,7,26,1
2859032146,2859032146,PressXToBot,121654591.15450001,1,0,2.1540592715255427,1,11.764705882352942,0,0,0.0,0.23709300326877378,0.044759469696969686,nan,5.378028096672961e+16,0.0,0.0,23,0.0,4,3033,1
3282129691,3282129691,IFinspiration,99578516.87002301,1,0.004338285139995379,1.9921405362858782,1,1.9841269841269842,0,0,0.0,0.22102240659996217,-0.31099936868686817,nan,2.6075567697683616e+17,0.0,0.0,81,0.2,18,2314,1
4848045286,4848045286,taehyungirl30,82906176.029639,0.21536025336500395,0.944180563484383,0.8399663732543187,0.1771986970684039,13.758620689655173,0.5889724310776943,1.3884711779448622,0.035,0.3234783526972694,0.06833360389610389,2.6674136218649462e+17,3.9338322875490125e+17,0.9166666666666666,0.2051444197762291,0,0.0,0,806,1
3701125272,3701125272,MagicRealismBot,93349325.68906093,1,0,14.426636615306736,1,5.9880239520958085,0,0,0.0,0.06720841576749606,0.03656186868686867,nan,4.289502369469002e+17,1.0,1.0,144,0.3181818181818182,43,15641,1
35346943,35346943,pops131,295983819.46977997,0.9833489892296012,0.03590466539366028,159.83355875583658,0.49580229932784886,166.66666666666666,0.007,0.004,1.115,0.2544637371344585,0.07436335840085839,4.554978414731632e+17,4.3735139993742074e+17,0.9159132007233273,0.16185769886000653,138,0.35000000000000003,28,549721,1
2888761893,2888761893,face_withface,119967298.79553795,1,0,1.1235061667072657,1,3.9682539682539684,0,0,1.0,0.5176494763119931,0.0013333333333333335,nan,1.9782943734309552e+17,0.0,0.0,95,-0.5,21,1560,1
3376432899,3376432899,all_in_cards,99776587.22103596,316,0.0017318692171460488,8.819543988316253,0.9968454258675079,11.494252873563218,0,0,0.0,0.5583416782079477,0.12810732323232343,0.0,3.477003305043034e+17,0.0,0.0,123,-0.2,26,10252,1
3366974463,3366974463,autocompletejok,100275684.21910906,1059,0,10.31106202916305,0.9990566037735849,7.874015748031496,0,0,0.0,0.382559863625031,-0.008834650072150075,nan,2.921389308272056e+17,0.0,0.0,74,0.5,14,12033,1
2260367066,2260367066,FalalalaBot,148787211.4291849,15,0.001161390137903377,0.04355213017137664,0.9375,18.75,0,0.6266666666666667,0.013333333333333334,0.6112542877215461,0.029818181818181817,0.0,1.96434761988369e+17,1.0,1.0,132,0.0,28,75,1
1965236348,1965236348,msxs_2016,154742427.93467093,1,0.0005583471912207317,1.9106640883573438,1,41.666666666666664,0,0.001,0.0,0.04418277892839162,0.08626055194805198,nan,1549967745.4884496,0.0,0.0,57,0.0,7,3422,1
4866592001,4866592001,CTCF_Papers,82434708.07242799,47.28,0.007336715494505257,0.46850168943483567,0.9792874896437448,1.3753846153846154,0.0022371364653243847,0.0738255033557047,0.98,0.23721836504784866,-0.008116810966810965,2.635398174835522e+17,4.280315748079036e+17,1.0,0.7256386802409249,122,0.0,20,451,1
2267027040,2267027040,2noob2btrue,148383372.65634298,0.3101851851851852,0.23232791776367773,1.498777093543124,0.23674911660777384,9.174311926605505,0.022,0.581,0.315,0.08346209608252952,0.027641621572871578,2.2052106944779142e+17,3.2336388041193696e+17,0.9965753424657534,0.6525023292128784,129,0.23928571428571432,22,2574,1
544722510,544722510,virus_genome,203196188.6871879,4.333333333333333,0,1.5668797828198389,0.8125,6.289308176100629,0,0,1.0,0.42302997509552664,0.021089414983164984,1.8101758678418602e+17,4.286758743271561e+17,1.0,0.75,0,0.0,0,3730,1
2428936177,2428936177,MetaphorMagnet,139982815.34004998,56.76923076923077,6.012326569911517,20.29353098163646,0.9826897470039947,23.80952380952381,1.072,0.034,0.0,0.03694696346565624,0.05595633116883117,3.947983198424165e+17,2.7655469169922854e+17,0.14285714285714285,1.0000000000000002,159,0.10416666666666666,32,33092,1
2539843980,2539843980,imtherealdontai,135051973.42276,0.49241540256709454,0.6864557225668518,0.1957646329035011,0.3299452697419859,1.5692307692307692,0.5490196078431373,1.2418300653594772,0.38,0.142006682932137,0.2000613906926407,3.1521137102974176e+17,4.164606068099014e+17,1.0,0.19450388317153056,76,0.0,14,309,1
2912837156,2912837156,everygothcolor,119499406.3567791,1,0,7.9683609235434645,1,7.936507936507937,0.777,0,0.0,0.6000301507539858,0.0,nan,2.6655323345332982e+17,0.0,0.0,128,-0.11904761904761904,27,11094,1
3434287275,3434287275,best_tv_recaps,96515894.30396008,31.666666666666668,0,2.205746540870679,0.9693877551020408,11.235955056179776,0.001,0.002,0.0,0.14943273146175212,-0.10520707070707074,118177733.63049807,2.7265970453953472e+17,0.0,0.0,120,0.0,26,2464,1
3491890817,3491890817,Nucleosome_Bot,95743240.14516592,94.70588235294117,0.004512067894767312,2.160378108014589,0.9895513214505224,2.8328611898016995,0,0.004,1.0,0.24489860349752124,-0.024062878787878782,2.7066508656550992e+17,4.285767326504408e+17,1.0,0.7469959536347579,158,0.0,28,2427,1
3326331851,3326331851,think_i_do,102340177.30707908,182,0.0008442432119376789,9.365189950024673,0.994535519125683,11.11111111111111,0,0,0.0,0.75,0.0,0.0,3.311808597342668e+17,0.0,0.0,49,0.0,14,11093,1
2708127300,2708127300,wowwwrude,129480155.34687304,0.7906666666666666,0.0006672837221158506,6.382568802038111,0.4415487714072971,45.45454545454545,0,0.818,0.0,0.6687345778494985,-0.10000000000000007,1208019419.7568016,8.327024843976738e+16,0.0,0.0,43,-0.125,8,9565,1
2553350965,2553350965,everywordcup,134512400.3690579,74.33333333333333,0.0006423199627911386,4.017711367258571,0.9867256637168141,3.9682539682539684,0,0.498,0.0,0.19075494472468915,0.03731349206349205,1199380763.7094102,3.9374561226779155e+17,0.0,0.0,104,0.7,23,6294,1
2432961043,2432961043,JargonTron,139762844.8304701,1.5,0,11.79382976927385,0.6,24.390243902439025,0,0.115,0.0,0.040000900734170765,0.07243749999999999,888655911.6246513,1479978565.548819,0.0,0.0,7,0.0,1,19078,1
2788297100,2788297100,MuscleStemCell,126925378.24498892,73.6,0,5.862997694311618,0.9865951742627346,5.714285714285714,0,0,1.0,0.2370450161783284,-0.007086742424242425,1063536965.8824704,3.9426595372440986e+17,1.0,0.75,61,0.0,10,8660,1
